epoch	batch	iter	loss	prec1	prec5	lr
1	1	1	2.358379602432251	8.333333015441895	33.33333206176758	0.01
1	2	2	2.2300455570220947	8.333333015441895	91.66666412353516	0.01
1	3	3	2.271665334701538	0.0	66.66666412353516	0.01
1	4	4	2.297621488571167	16.66666603088379	50.0	0.01
1	5	5	2.2668001651763916	16.66666603088379	75.0	0.01
1	6	6	2.2649970054626465	33.33333206176758	58.33333206176758	0.01
1	7	7	2.330827236175537	0.0	41.666664123535156	0.01
1	8	8	2.2694385051727295	16.66666603088379	66.66666412353516	0.01
1	9	9	2.238044023513794	33.33333206176758	75.0	0.01
1	10	10	2.3274924755096436	8.333333015441895	50.0	0.01
1	11	11	2.257408857345581	8.333333015441895	75.0	0.01
1	12	12	2.2657454013824463	16.66666603088379	66.66666412353516	0.01
1	13	13	2.213771104812622	25.0	66.66666412353516	0.01
1	14	14	2.321932077407837	8.333333015441895	58.33333206176758	0.01
1	15	15	2.2363479137420654	25.0	50.0	0.01
1	16	16	2.313981771469116	0.0	75.0	0.01
1	17	17	2.2926552295684814	16.66666603088379	58.33333206176758	0.01
1	18	18	2.301159620285034	8.333333015441895	50.0	0.01
1	19	19	2.149900197982788	41.666664123535156	91.66666412353516	0.01
1	20	20	2.257483720779419	16.66666603088379	75.0	0.01
1	21	21	2.23203444480896	33.33333206176758	66.66666412353516	0.01
1	22	22	2.202028512954712	25.0	58.33333206176758	0.01
1	23	23	2.2649223804473877	8.333333015441895	75.0	0.01
1	24	24	2.1788806915283203	33.33333206176758	58.33333206176758	0.01
1	25	25	2.1872222423553467	25.0	91.66666412353516	0.01
1	26	26	2.2107207775115967	25.0	58.33333206176758	0.01
1	27	27	2.2469735145568848	8.333333015441895	66.66666412353516	0.01
1	28	28	2.24546480178833	16.66666603088379	58.33333206176758	0.01
1	29	29	2.2521674633026123	16.66666603088379	66.66666412353516	0.01
1	30	30	2.2753841876983643	16.66666603088379	50.0	0.01
1	31	31	2.244063138961792	16.66666603088379	66.66666412353516	0.01
1	32	32	2.1299703121185303	41.666664123535156	91.66666412353516	0.01
1	33	33	2.1802735328674316	8.333333015441895	91.66666412353516	0.01
1	34	34	2.137345314025879	25.0	91.66666412353516	0.01
1	35	35	2.243342399597168	8.333333015441895	83.33332824707031	0.01
1	36	36	2.2352919578552246	8.333333015441895	66.66666412353516	0.01
1	37	37	2.221022605895996	8.333333015441895	75.0	0.01
1	38	38	2.1892049312591553	8.333333015441895	75.0	0.01
1	39	39	2.3078784942626953	16.66666603088379	50.0	0.01
1	40	40	2.143362283706665	25.0	91.66666412353516	0.01
1	41	41	2.1996665000915527	16.66666603088379	75.0	0.01
1	42	42	2.0696821212768555	41.666664123535156	91.66666412353516	0.01
1	43	43	2.1489341259002686	16.66666603088379	83.33332824707031	0.01
1	44	44	2.140604019165039	41.666664123535156	66.66666412353516	0.01
1	45	45	2.1503968238830566	8.333333015441895	100.0	0.01
1	46	46	2.0727133750915527	41.666664123535156	83.33332824707031	0.01
1	47	47	2.232145071029663	16.66666603088379	66.66666412353516	0.01
1	48	48	2.206908941268921	8.333333015441895	83.33332824707031	0.01
1	49	49	2.213469982147217	16.66666603088379	83.33332824707031	0.01
1	50	50	2.1279633045196533	33.33333206176758	66.66666412353516	0.01
1	51	51	2.197303533554077	8.333333015441895	83.33332824707031	0.01
1	52	52	2.069981336593628	41.666664123535156	75.0	0.01
1	53	53	2.117100715637207	25.0	75.0	0.01
1	54	54	2.0595548152923584	41.666664123535156	91.66666412353516	0.01
1	55	55	2.1522295475006104	25.0	83.33332824707031	0.01
1	56	56	2.072232961654663	33.33333206176758	91.66666412353516	0.01
1	57	57	2.0047671794891357	33.33333206176758	100.0	0.01
1	58	58	2.0219295024871826	50.0	91.66666412353516	0.01
1	59	59	2.1672046184539795	25.0	91.66666412353516	0.01
1	60	60	2.0719871520996094	41.666664123535156	91.66666412353516	0.01
1	61	61	2.101036787033081	25.0	83.33332824707031	0.01
1	62	62	1.9970563650131226	41.666664123535156	100.0	0.01
1	63	63	1.8720464706420898	58.33333206176758	100.0	0.01
1	64	64	1.958900809288025	41.666664123535156	100.0	0.01
1	65	65	2.019855260848999	50.0	83.33332824707031	0.01
1	66	66	1.9512848854064941	66.66666412353516	83.33332824707031	0.01
1	67	67	1.979644775390625	41.666664123535156	91.66666412353516	0.01
1	68	68	2.001546859741211	50.0	91.66666412353516	0.01
1	69	69	2.0288026332855225	33.33333206176758	83.33332824707031	0.01
1	70	70	2.0194661617279053	41.666664123535156	83.33332824707031	0.01
1	71	71	2.055783987045288	41.666664123535156	100.0	0.01
1	72	72	1.9521652460098267	50.0	100.0	0.01
1	73	73	1.9046133756637573	66.66666412353516	100.0	0.01
1	74	74	2.0939271450042725	16.66666603088379	83.33332824707031	0.01
1	75	75	1.8357502222061157	50.0	91.66666412353516	0.01
1	76	76	1.9034892320632935	58.33333206176758	100.0	0.01
1	77	77	1.8799177408218384	41.666664123535156	91.66666412353516	0.01
1	78	78	2.024204730987549	33.33333206176758	91.66666412353516	0.01
1	79	79	1.9745206832885742	25.0	100.0	0.01
1	80	80	1.9760509729385376	33.33333206176758	91.66666412353516	0.01
1	81	81	1.9481815099716187	50.0	91.66666412353516	0.01
1	82	82	1.8919180631637573	50.0	91.66666412353516	0.01
1	83	83	1.8369890451431274	50.0	91.66666412353516	0.01
1	84	84	1.7682958841323853	66.66666412353516	91.66666412353516	0.01
1	85	85	1.9652796983718872	50.0	83.33332824707031	0.01
1	86	86	1.7997759580612183	75.0	100.0	0.01
1	87	87	1.859063982963562	50.0	100.0	0.01
1	88	88	1.873112678527832	50.0	83.33332824707031	0.01
1	89	89	1.8344039916992188	58.33333206176758	83.33332824707031	0.01
1	90	90	1.7705265283584595	50.0	100.0	0.01
1	91	91	1.8191198110580444	66.66666412353516	100.0	0.01
1	92	92	1.749948501586914	66.66666412353516	91.66666412353516	0.01
1	93	93	1.879010796546936	50.0	83.33332824707031	0.01
1	94	94	1.717543601989746	75.0	100.0	0.01
1	95	95	1.7304619550704956	75.0	100.0	0.01
1	96	96	1.7476587295532227	66.66666412353516	100.0	0.01
1	97	97	1.7339807748794556	66.66666412353516	100.0	0.01
1	98	98	1.9305853843688965	41.666664123535156	75.0	0.01
1	99	99	1.7120895385742188	50.0	100.0	0.01
1	100	100	1.832300066947937	58.33333206176758	91.66666412353516	0.01
1	101	101	1.7125482559204102	50.0	100.0	0.01
1	102	102	1.8392829895019531	41.666664123535156	100.0	0.01
1	103	103	1.7798681259155273	50.0	91.66666412353516	0.01
1	104	104	1.8115421533584595	50.0	83.33332824707031	0.01
1	105	105	1.7851638793945312	58.33333206176758	100.0	0.01
1	106	106	1.5223002433776855	83.33332824707031	100.0	0.01
1	107	107	1.833945631980896	50.0	100.0	0.01
1	108	108	1.6532710790634155	75.0	100.0	0.01
1	109	109	2.010117530822754	41.666664123535156	83.33332824707031	0.01
1	110	110	1.601555347442627	83.33332824707031	100.0	0.01
1	111	111	1.7020883560180664	66.66666412353516	91.66666412353516	0.01
1	112	112	1.6572200059890747	50.0	100.0	0.01
1	113	113	1.632470965385437	58.33333206176758	100.0	0.01
1	114	114	1.8245506286621094	33.33333206176758	100.0	0.01
1	115	115	1.6698471307754517	50.0	100.0	0.01
1	116	116	1.4872733354568481	75.0	100.0	0.01
1	117	117	1.5760210752487183	75.0	100.0	0.01
1	118	118	1.6777797937393188	50.0	91.66666412353516	0.01
1	119	119	1.6292704343795776	58.33333206176758	100.0	0.01
1	120	120	1.6904515027999878	33.33333206176758	100.0	0.01
1	121	121	1.6116418838500977	41.666664123535156	91.66666412353516	0.01
1	122	122	1.7517143487930298	58.33333206176758	100.0	0.01
1	123	123	1.6767091751098633	50.0	83.33332824707031	0.01
1	124	124	1.6885986328125	50.0	100.0	0.01
1	125	125	1.4262083768844604	66.66666412353516	100.0	0.01
1	126	126	1.6617177724838257	58.33333206176758	100.0	0.01
1	127	127	1.656515121459961	66.66666412353516	100.0	0.01
1	128	128	1.6341477632522583	58.33333206176758	100.0	0.01
1	129	129	1.6834688186645508	58.33333206176758	100.0	0.01
1	130	130	1.5615602731704712	41.666664123535156	100.0	0.01
1	131	131	1.6542960405349731	58.33333206176758	91.66666412353516	0.01
1	132	132	1.693193793296814	50.0	100.0	0.01
1	133	133	1.501693844795227	75.0	100.0	0.01
1	134	134	1.3696144819259644	58.33333206176758	100.0	0.01
1	135	135	1.7310644388198853	33.33333206176758	100.0	0.01
1	136	136	1.456688404083252	50.0	100.0	0.01
1	137	137	1.7547298669815063	25.0	91.66666412353516	0.01
1	138	138	1.5401872396469116	75.0	91.66666412353516	0.01
1	139	139	1.4583930969238281	75.0	100.0	0.01
1	140	140	1.592778205871582	58.33333206176758	100.0	0.01
1	141	141	1.6601686477661133	50.0	91.66666412353516	0.01
1	142	142	1.458237648010254	66.66666412353516	91.66666412353516	0.01
1	143	143	1.3957170248031616	75.0	100.0	0.01
1	144	144	1.4165104627609253	66.66666412353516	100.0	0.01
1	145	145	1.6958112716674805	41.666664123535156	100.0	0.01
1	146	146	1.3370343446731567	83.33332824707031	100.0	0.01
1	147	147	1.4255348443984985	58.33333206176758	83.33332824707031	0.01
1	148	148	1.571718692779541	58.33333206176758	100.0	0.01
1	149	149	1.2973995208740234	75.0	100.0	0.01
1	150	150	1.3901246786117554	83.33332824707031	100.0	0.01
1	151	151	1.3307832479476929	75.0	100.0	0.01
1	152	152	1.3537758588790894	66.66666412353516	100.0	0.01
1	153	153	1.3149322271347046	75.0	100.0	0.01
1	154	154	1.5056662559509277	41.666664123535156	91.66666412353516	0.01
1	155	155	1.3332360982894897	75.0	100.0	0.01
1	156	156	1.4286762475967407	50.0	100.0	0.01
1	157	157	1.6794010400772095	50.0	91.66666412353516	0.01
1	158	158	1.3279553651809692	50.0	100.0	0.01
1	159	159	1.376412272453308	58.33333206176758	100.0	0.01
1	160	160	1.185044765472412	83.33332824707031	100.0	0.01
1	161	161	1.567968726158142	58.33333206176758	91.66666412353516	0.01
1	162	162	1.4412556886672974	50.0	100.0	0.01
